restaurant_name,address,price,smiles,frowns,type1,type2,type3,type4,region,avg_price,simp_type,Districts,DistrictValue,lon,lat
Winey Bar & Restaurant,____________43H__________8__,$101-$200,21,0,Italian,French,Wine/Cigar,Western Restaurant,Mong Kok,300,Western,Yau Tsim Mong,17,114.0531158,22.3425558
Station 3 Cafe,"6/F, Kelly Commercial Centre, 570-572 Nathan Road, Mong Kok",$101-$200,28,6,Italian,Western Restaurant,Coffee Shop,Upper-floor Cafe,Mong Kok,300,Western,Yau Tsim Mong,17,114.170537,22.314973
Beijing Home,"3/F, San Fat Mansion, 218-220 Sai Yeung Choi Street South, Mong Kok",$101-$200,27,1,Beijing,Wonton/Dumpling,Hot Chili Oil,Stir-Fry,Mong Kok,300,Chinese,Yau Tsim Mong,17,114.1695724,22.3223335
School Food,"Unit 453,4/F, MOKO, 193 Prince Edward Road West, Mong Kok",$101-$200,25,4,Korean,Group Dining,,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.1728812,22.3241374
Sweet Tooth,"Shop 4, G/F, Paradise Square, 3 Kwong Wah Street, Mong Kok",Below $50,81,32,Hong Kong Style,Dessert,Ice Cream/yogurt,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.169773,22.3203648
Holly Brown,"Shop 8, Level 4, Langham Place, 8 Argyle Street, Mong Kok",$51-$100,12,2,Western,Bakery,Ice Cream/yogurt,Coffee Shop,Mong Kok,75,Western,Yau Tsim Mong,17,114.1685968,22.3181739
cha FOR TEA,"Shop 4, G/F, 18-24 Fa Yuen Street, Mong Kok",Below $50,15,1,Taiwan,Taiwanese Drink,Takeaway,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.17188,22.316258
Yoshinoya,"B/F, 655 Nathan Road, Mong Kok",$51-$100,25,2,Japanese,Fast Food,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1692705,22.3185385
Pepper Lunch,"Shop F2, Level 4, Langham Place, 8 Argyle Street, Mong Kok",$51-$100,146,28,Japanese,Teppanyaki,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1685968,22.3181739
Kazan Seki,"Shop C, G/F, Hung Kwong Building, 2A-2P Tung Choi Street, Mong Kok",$51-$100,110,27,Japanese,Udon,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1702243,22.320948
Sky726,"25/F, 724-726 Nathan Road, Mong Kok",$201-$400,29,6,International,Western Restaurant,,,Mong Kok,150,International,Yau Tsim Mong,17,114.1691628,22.3211688
Starbucks Coffee,"1/F&2/F, Wai Kee House, 89-91 Sai Yee Street, Mong Kok",Below $50,31,5,American,Salad,Coffee Shop,Casual Drink,Mong Kok,40,Western,Yau Tsim Mong,17,-116.1064424,44.9107979
euro go go,"Shop 22-23, Level 9, Langham Place, 8 Argyle Street, Mong Kok",$51-$100,90,17,Western,Fast Food,Coffee Shop,,Mong Kok,75,Western,Yau Tsim Mong,17,114.1685968,22.3181739
Palm Court Western Restaurant,"1/F, Metropark Hotel Kowloon, 75 Waterloo Road, Mong Kok",$201-$400,70,12,International,Buffet,Hotel Restaurant,,Mong Kok,150,International,Yau Tsim Mong,17,114.169773,22.3203648
Chuen Cheung Kui,"Shop E, 2/F & G/F, Lisa House, 33 Nelson Street, Mong Kok",$101-$200,158,53,Hakka,Stir-Fry,,,Mong Kok,300,Chinese,Yau Tsim Mong,17,-81.0904575,37.3768309
Chuen Moon Kee Restaurant,"G/F, Man Fok Building, 419 Reclamation Street, Mong Kok",$51-$100,30,6,Guangdong,Hong Kong Style,Tea Restaurant,,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.1686135,22.3152291
Natural Chiffon,"Shop B66, Ginza Plaza, 2A Sai Yeung Choi Street South, Mong Kok",Below $50,30,0,Western,Bakery,Chocolate/Candy Shop,,Mong Kok,40,Western,Yau Tsim Mong,17,114.1686381,22.3258546
Meow Mi HomeHOME,"2/F, Kiu Kin Mansion, 566-568A Nathan Road, Mong Kok",$51-$100,27,1,International,Hot Pot,Dessert,Buffet,Mong Kok,75,International,Yau Tsim Mong,17,114.1705596,22.314874
Tonkatsu Ginza Bairin,"Shop 423, 4/F., Moko, 193 Prince Edward West, Mong Kok",$101-$200,18,2,Japanese,Business Dining,Drivers Friendly Dining,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.169773,22.3203648
IKKYU Japanese Causal Restaurant,"1/F, 38 Plaza, 38 Shantung Street, Mong Kok",$101-$200,20,7,Japanese,Ramen,Sushi/Sashimi,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.169773,22.3203648
Matsuri Tearoom,"Shop 3, G/F, New Man Lee Building, 1-7A Kam Fong Street, Mong Kok",$51-$100,22,4,Western,Dessert,All Day Breakfast,Cake,Mong Kok,75,Western,Yau Tsim Mong,17,114.1674575,22.3159289
,"G/F, 120 Fa Yuen Street, Mong Kok",Below $50,34,1,Hong Kong Style,Vegetarian,,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.171084,22.3204746
Di King Heen,"3/F, Royal Plaza Hotel, 193 Prince Edward Road West, Mong Kok",$401-$800,43,2,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Mong Kok,600,Hong Kong,Yau Tsim Mong,17,114.17312,22.3242126
Full Cup Cafe,"2-6/F, Hanwai Commercial Centre, 36 Dundas Street, Mong Kok",$101-$200,57,27,Western,Upper-floor Cafe,Private Party,,Mong Kok,300,Western,Yau Tsim Mong,17,114.1698156,22.315084
ISEE iSEE Handcrafted Icy Desserts,"L3 Kiosk, MOKO, 193 Prince Edward West, Mong Kok",Below $50,12,0,Western,Ice Cream/yogurt,,,Mong Kok,40,Western,Yau Tsim Mong,17,114.169773,22.3203648
Old street,"G/F, Soy Street 65, Mong Kok",$51-$100,30,6,Taiwan,Takeaway,Fast Food,Snack Shop & Deli,Mong Kok,75,Chinese,Yau Tsim Mong,17,114.1725749,22.3170823
,"G/F, 17A Yim Po Fong Street, Mong Kok",Below $50,15,1,Taiwan,Skewer,Takeaway,Skewer,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.1728044,22.3194488
M Garden Vegetarian,"2/F, Omega Plaza, 32-34A Dundas Street, Mong Kok",$51-$100,20,0,Guangdong,Vegetarian,Stir-Fry,,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.1693731,22.3150086
Seam Eett Taiwan Noodles,"G/F, 2N Hung Kwong Buildling, 2 Tung Choi Street, Mong Kok",$51-$100,376,50,Taiwan,Stir-Fry,,,Mong Kok,75,Chinese,Yau Tsim Mong,17,114.1713411,22.3163369
Double Cafe,"Flat B-C, 4/F, Ko's House, 577 Nathan Road, Mong Kok",$51-$100,22,4,Western,Dessert,Western Restaurant,Coffee Shop,Mong Kok,75,Western,Yau Tsim Mong,17,114.1699765,22.315129
Tong Kee Noodles,"G/F, No. 89 Tong Choi Street, Mong Kok",Below $50,63,2,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1704672,22.3191621
J&G; Fried Chicken,"Shop 6, G/F., 60 Sai Yeung Choi Street South, Mong Kok",Below $50,15,0,Taiwan,Takeaway,,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.1704734,22.3180994
Little Fusion,"G/F., No. 1, Hung Fai Building, 2Q Tung Choi Street,, Mong Kok",$51-$100,63,49,Italian,Western Restaurant,Food Wise Eateries,,Mong Kok,75,Western,Yau Tsim Mong,17,114.171432,22.3158945
Super Star Seafood Restaurant,"Shop 601A, 6/F, Moko, 193 Prince Edward Road West, Mong Kok",$101-$200,34,11,Guangdong,Dim Sum,Dim Sum Restaurant,Food Wise Eateries,Mong Kok,300,Hong Kong,Yau Tsim Mong,17,114.1728812,22.3241374
Marilyn Diner,"Shop A3, G/F, 238 Tong Choi Street, Mong Kok",$101-$200,21,2,International,Western Restaurant,Coffee Shop,,Mong Kok,300,International,Yau Tsim Mong,17,114.1699584,22.3196305
Chong Hin Hot Pot Buffet,"18/F,Chong Hing Square, 593-601 Nathan Road, Mong Kok",$101-$200,24,3,Hong Kong Style,Hot Pot,Buffet,,Mong Kok,300,Hong Kong,Yau Tsim Mong,17,114.1697572,22.3162312
,__________74______,$51-$100,73,20,Thai,Noodles/Rice Noodles,Curry,,Mong Kok,75,Asian,Yau Tsim Mong,17,-76.1053794,43.4647041
The Sky Bar,"Shop 1, 13/F, Langham Place, 8 Argyle Street, Mong Kok",$201-$400,53,9,Western,Seafood,Dessert,Western Restaurant,Mong Kok,150,Western,Yau Tsim Mong,17,114.1685968,22.3181739
,__________123______,Below $50,50,6,Hong Kong Style,Dessert,,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1239154,22.5089315
119,"Shop D, G/F, 104 Hak Po Street, Mong Kok",Below $50,14,0,Hong Kong Style,Noodles/Rice Noodles,,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.172604,22.318041
Schwaz Cake & Cookies @ Homestyle Cafe,"Shop M, G/F, Deli2, 1A-1J Tung Choi Street, Mong Kok",$101-$200,16,1,Italian,French,Western Restaurant,Coffee Shop,Mong Kok,300,Western,Yau Tsim Mong,17,114.1702243,22.320948
,"3/F, Hua Chiao Commerical Centre, 678 Nathan Road, Mong Kok",$201-$400,20,0,Hong Kong Style,Sichuan,Hot Pot,Chicken Hot Pot,Mong Kok,150,Hong Kong,Yau Tsim Mong,17,114.1694927,22.3198247
Meow Mi HomeHOME,"10/F, Hanway Commercial Centre, 36 Dundas Street, Mong Kok",$51-$100,20,1,International,Dessert,Buffet,All Day Breakfast,Mong Kok,75,International,Yau Tsim Mong,17,114.1698156,22.315084
Cafe Aboong HK,"Shop G18, G/F., Yan On Building, 1 Kwong Wa Street, Mong Kok",Below $50,27,17,Korean,Dessert,Ice Cream/yogurt,Snack Shop & Deli,Mong Kok,40,Asian,Yau Tsim Mong,17,114.172258,22.315989
Nun Desserts Cafe,"G/F, 119 Tung Choi Street, Mong Kok",$51-$100,16,4,Korean,Dessert,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.170201,22.320332
Seoul,"Shop C, G/F, Wah Fat Mansion, 1M-1T Tung Choi Street, Mong Kok",$51-$100,25,5,Korean,,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1702243,22.320948
,"Shop 103-109, Sai Yeung Choi Street South, Mong Kok",Below $50,16,3,Yunnan,Sichuan,Noodles/Rice Noodles,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.1687462,22.3252955
Hungry Korean,"G/F, 103, Tung Choi Street, Mong Kok",$51-$100,16,1,Korean,Fast Food,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.170268,22.319998
Chatting Cafe,"Flat 401, Sincere House, 83 Argyle Street, Mong Kok",Below $50,17,0,Hong Kong Style,Western,Taiwanese Drink,Dessert,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1707424,22.319897
Good Hope Noodle,"Shop 5-6, G/F, 18 Fa Yuen Street, Mong Kok",Below $50,29,6,Hong Kong Style,Noodles/Rice Noodles,Congee,Snack Shop & Deli,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.17188,22.316258
Coffee Green Tea,"3/F., Michealson House, 38-49 Sai Yeung Choi Street South, Mong Kok",Below $50,19,3,Western,Bakery,Dessert,Ice Cream/yogurt,Mong Kok,40,Western,Yau Tsim Mong,17,114.1704605,22.3179798
Peking Garden Restaurant,"Shop 525, 5/F, Moko, 193 Prince Edward Road West, Mong Kok",$201-$400,20,7,Beijing,Dim Sum,Chinese Buns,Dim Sum Restaurant,Mong Kok,150,Chinese,Yau Tsim Mong,17,114.1728812,22.3241374
,"1-3D Yin Cheong Street,, Mong Kok",Below $50,58,3,Hong Kong Style,Bakery,,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1718809,22.3165745
Sushi One,"Shop 209-213, 2/F, Grand Plaza, 625 & 639 Nathan Road, Mong Kok",$101-$200,29,14,Japanese,Sushi/Sashimi,,,Mong Kok,300,Asian,Yau Tsim Mong,17,-96.590307,32.760005
Sheung Tong Dessert Shop,"Shop 3, Kwong Fai Building, 13 Kwong Wah Street, Mong Kok",Below $50,18,3,Hong Kong Style,Dessert,,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.169773,22.3203648
Boat Dweller Steam Hot Pot Specialist,"G/F, 196 Portland Street, Mong Kok",$201-$400,17,0,Guangdong,Hong Kong Style,Hot Pot,Seafood,Mong Kok,150,Hong Kong,Yau Tsim Mong,17,114.1693531,22.317
Outback Steakhouse,"Shop 605, 6/F, MOKO, 193 Prince Edward Road West, Mong Kok",$201-$400,13,0,American,Steak House,Western Restaurant,,Mong Kok,150,Western,Yau Tsim Mong,17,114.1728812,22.3241374
Outdark,"2/F, Fee Tat Commercial Centre, 613 Nathan Road, Mong Kok, Mong Kok",$201-$400,14,0,Korean,,,,Mong Kok,150,Asian,Yau Tsim Mong,17,114.1695565,22.3171584
Wood Ta.Lk,"G/F, 118 Fa Yuen Street, Mong Kok",Below $50,17,0,Western,Ice Cream/yogurt,Takeaway,,Mong Kok,40,Western,Yau Tsim Mong,17,114.171077,22.3203117
Haru Haru,"G/F, 92 Hak Po Street, Mong Kok",$51-$100,11,0,Korean,Takeaway,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.172487,22.3193
Seorae,"Basement Commercial Unit, Paradise Square No.3 Kwong Wa Street, Mong Kok",$201-$400,13,3,Korean,Roast Meat,,,Mong Kok,150,Asian,Yau Tsim Mong,17,114.17317,22.3163662
Jade Garden Chinese Restaurant,"Shop 603, 6/F, Moko, 193 Prince Edward Road, Mong Kok",$101-$200,37,8,Guangdong,Dim Sum,Dim Sum Restaurant,,Mong Kok,300,Hong Kong,Yau Tsim Mong,17,114.1728812,22.3241374
Toast Box,"Stall R1, Food Opera, unit 346, 347-356, 3/F., Moko, 193 Prince Edward Road West, Mong Kok",$51-$100,11,1,Singaporean,Bakery,Coffee Shop,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1728812,22.3241374
Coffee Lowa,"17/F, Hanway Commercial Centre, 36 Dundas Street, Mong Kok",$51-$100,16,0,Thai,Italian,Upper-floor Cafe,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1698156,22.315084
Tsui Wah Restaurant,"G/F, 204-244 Portland Street, Mong Kok",$51-$100,33,10,Hong Kong Style,Meatless Menu,Tea Restaurant,Food Wise Eateries,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.1692841,22.31718
Mui Kee Cookfood Stall,"Room B, 2/F, Witty Commerical Building,1A-1J Tung Choi Street, Mong Kok",$51-$100,11,0,Hong Kong Style,Dai Pai Dong,,,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.1710209,22.3162709
Captain Tong Dessert Captain,"88 Hak Po Street, Mong Kok",Below $50,15,4,Hong Kong Style,Dessert,Snack Shop & Deli,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.172501,22.319213
Di Di Xiang,"G/F ,228 Sai Yeung Choi Street South, Mong Kok",Below $50,15,4,Chiu Chow,Noodles/Rice Noodles,,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.1693978,22.3224148
,"1/F, 50 Soy Street, Mong Kok",Below $50,28,7,Yunnan,Noodles/Rice Noodles,,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.1713756,22.3166795
Godiva Chocolatier,"Shop 40, B2/F, Langham Place, 8 Argyle Street, Mong Kok",$51-$100,34,1,Western,Chocolate/Candy Shop,,,Mong Kok,75,Western,Yau Tsim Mong,17,114.1685968,22.3181739
Mukshidonna,"1/F,726 Nathan Road, Mongkok, Mong Kok",$101-$200,17,3,Korean,Hot Pot,Seafood,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.1691628,22.3211688
,"8/F, CTMA Centre, 1N Sai Yeung Choi Street South, Mong Kok",$101-$200,19,4,Korean,Japanese,Teppanyaki,All-you-can-eat,Mong Kok,300,Asian,Yau Tsim Mong,17,114.1705851,22.3157814
House of Tang,"2/F, Metropark Hotel Kowloon, 75 Waterloo Road, Mong Kok",$201-$400,25,2,Guangdong,Dim Sum,Dim Sum Restaurant,Hotel Restaurant,Mong Kok,150,Hong Kong,Yau Tsim Mong,17,114.169773,22.3203648
ICON THAI,"Shop 6, G/F, Tsui Yuen Mansion Phase 2, Kwong Wa Street, Mong Kok",$51-$100,17,2,Thai,Seafood,BBQ,Skewer,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1729981,22.3160849
Smile Cafe Yogurt.Cake.Comfort Food,"Shop M39, G/F, MOKO, 193 Prince Edward Road West, Mong Kok",Below $50,13,3,Western,,,,Mong Kok,40,Western,Yau Tsim Mong,17,114.1728812,22.3241374
,"G/F, Omega Plaza, 32-34A Dundas Street, Mong Kok",$101-$200,26,6,Sichuan,Hot Pot,,,Mong Kok,300,Chinese,Yau Tsim Mong,17,114.1693731,22.3150086
Pixel Caf ,"Room 2001, 20/F, Kelly Commercial Centre, 570-572 Nathan Road, Mong Kok",$101-$200,41,15,Western,Coffee Shop,Upper-floor Cafe,,Mong Kok,300,Western,Yau Tsim Mong,17,114.170537,22.314973
Eat With Me,"Shop 8, G/F, Block 2, Tsui Yuen Mansion, No. 2-20 Kwong Wa Street, Mong Kok",Below $50,16,6,Hong Kong Style,Bakery,Snack Shop & Deli,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1729981,22.3160849
BROOKLYN,"Shop 526, Level 5, MOKO, 193 Prince Edward Road West, Mong Kok",$201-$400,11,1,American,Western Restaurant,,,Mong Kok,150,Western,Yau Tsim Mong,17,114.1728812,22.3241374
The Hut by Pause Rewind & Fastforwardby Pause Rewind & Fastforward,"2/F, 67 Soy Street, Mong Kok",$51-$100,11,0,International,Dessert,Ice Cream/yogurt,Salad,Mong Kok,75,International,Yau Tsim Mong,17,114.1703665,22.3164379
Brother3,"3/F, 33 Mong Kok Road, Mong Kok",$101-$200,11,0,Hong Kong Style,Hot Pot,Stir-Fry,,Mong Kok,300,Hong Kong,Yau Tsim Mong,17,114.168288,22.32045
Hui Lau Shan,"Shop 2, G/F, Concord Building, 60 Soy Street, Mong Kok",Below $50,32,11,Hong Kong Style,Dessert,Sweet Soup,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.171793,22.316765
Ueno Teppan-Yaki Restaurant,"Shop D, G/F, Wah Fat Mansion, 1M-1T Tung Choi Street, Mong Kok",$201-$400,54,18,Japanese,Teppanyaki,,,Mong Kok,150,Asian,Yau Tsim Mong,17,114.1702243,22.320948
,"Shop C, G/F, 124-128 Portland Street, Mong Kok",Below $50,37,3,Hong Kong Style,Vegetarian,Dessert,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.169645,22.3153861
Maccha House,"Shop 207, 2/F, Grand Plaza, 625 & 639 Nathan Road, Mong Kok",$51-$100,14,5,Japanese,Ramen,Dessert,Udon,Mong Kok,75,Asian,Yau Tsim Mong,17,-96.590307,32.760005
Happy Veggies,"7/F, 725 Nathan Road, Mong Kok",$101-$200,10,1,Hong Kong Style,Vegetarian,Herbal Cuisine,Dim Sum,Mong Kok,300,Hong Kong,Yau Tsim Mong,17,114.1687344,22.3211179
Izumi Curry,"Shop 345, Moko, 193 Prince Edward Road West, Mong Kok",$51-$100,14,4,Japanese,Curry,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1728812,22.3241374
Ming Kee,__________174______,Below $50,33,1,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.2658144,22.3174786
Seoul,"G/F, 21 Tung Choi Street, Mong Kok",$51-$100,59,27,Korean,,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1708693,22.3171602
Miracle Cafe,"Room 697, 3/F Winner Mansion, 691-697 Nathan Road, Mong Kok",$51-$100,17,4,Western,Coffee Shop,Upper-floor Cafe,,Mong Kok,75,Western,Yau Tsim Mong,17,114.1689684,22.3199506
Antoshimo Cafe & Bakery,"Shop 21-25, Level 10, Langham Place, 8 Argyle Street, Mong Kok",Below $50,13,7,Japanese,Bakery,Takeaway,Yoshoku,Mong Kok,40,Asian,Yau Tsim Mong,17,114.1685968,22.3181739
Our Restaurant,"Shop9, G/F, Witty Commerical Building,1A-1J Tung Choi Street, Mong Kok",$51-$100,88,25,Middle Eastern,Turkish,Western Restaurant,,Mong Kok,75,South Asian,Yau Tsim Mong,17,114.1702243,22.320948
Good Hope Noodle,"G/F, 123 Sai Yee Street, Mong Kok",Below $50,10,1,Hong Kong Style,Noodles/Rice Noodles,Congee,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.1714381,22.320464
Sweetheart Garden Restaurant,"G/F-2/F, Wingco Mansion, 36-42 Soy Street, Mong Kok, Mong Kok",$51-$100,27,9,Hong Kong Style,Steak House,,,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.170943,22.316586
Express,"G/F, 83 Tung Choi Street, Mong Kok",$51-$100,11,0,Korean,Fast Food,,,Mong Kok,75,Asian,Yau Tsim Mong,17,114.1704852,22.3190337
CUBBY Cafe,"Rm 901, Kelly Commerical Building,570-572 Nathan Rd, Mong Kok",$101-$200,24,4,Western,Western Restaurant,Coffee Shop,Upper-floor Cafe,Mong Kok,300,Western,Yau Tsim Mong,17,114.170537,22.314973
Madrid Cafe,"1-2/F, 50 Shantung Street, Mong Kok",$51-$100,22,6,Western,Western Restaurant,,,Mong Kok,75,Western,Yau Tsim Mong,17,114.166702,22.31711
sen-ryo,"Shop 362, 3/F, Moko, 193 Prince Edward Road West, Mong Kok",$201-$400,9,3,Japanese,Sushi/Sashimi,Sushi Bar,,Mong Kok,150,Asian,Yau Tsim Mong,17,114.1728812,22.3241374
Ueno Teppan-Yaki Restaurant,"79 Tung Choi Street, Mong Kok",$201-$400,23,1,Japanese,Teppanyaki,,,Mong Kok,150,Asian,Yau Tsim Mong,17,114.1705092,22.3189784
,"1/F,  Omega Plaza, 32 Dundas Street, Mong Kok",$51-$100,12,1,Sichuan,Stir-Fry,,,Mong Kok,75,Chinese,Yau Tsim Mong,17,114.1693731,22.3150086
cha FOR TEA,"Shop MKK2, Mong Kok East MTR Station, Mong Kok",Below $50,10,1,Taiwan,Taiwanese Drink,,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.169773,22.3203648
The Spaghetti House,"B/F, Argyle Centre Phase 1, 688 Nathan Road, Mong Kok, Hong Kong, Mong Kok",$101-$200,55,8,Italian,Pizza,Meatless Menu,Western Restaurant,Mong Kok,300,Western,Yau Tsim Mong,17,114.1697033,22.3198337
Hokkaido Katsu Sushi,"Basement of Far East Bank Mongkok Building, 11 Nelson Street, Mong Kok",$101-$200,13,4,Japanese,Sushi/Sashimi,Sushi Bar,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.1690179,22.3185965
Berliner German Bar and Restaurant,"Shop 05, Level 13, Langham Place, 8 Argyle Street, Mong Kok",$201-$400,11,1,German,Western Restaurant,Group Dining,,Mong Kok,150,Western,Yau Tsim Mong,17,114.1685968,22.3181739
AlibiWine Dine Be Social,"5/F, Cordis, Hong Kong at Langham Place, 555 Shanghai Street, Mong Kok",$201-$400,11,0,Spanish,Western,Seafood,Bar,Mong Kok,150,Western,Yau Tsim Mong,17,114.168112,22.318175
Augur-7 Pizza house @ Japanese Cafe,"7/F, Hang Lung Mansion, 44-46 Dundas Street, Mong Kok",$101-$200,61,3,Western,Pizza,Upper-floor Cafe,Private Party,Mong Kok,300,Western,Yau Tsim Mong,17,114.1693381,22.3153465
,"G/F, Rejoice Court, 18 Fa Yuen Street, Mong Kok",Below $50,11,1,Taiwan,Wonton/Dumpling,,,Mong Kok,40,Chinese,Yau Tsim Mong,17,114.17188,22.316258
1453 Ottoman Mediterranean Cuisine 1453(),"G/F.,19 Tung Choi Street., Mong Kok",$101-$200,14,1,Mediterranean,Turkish,Certified Halal Food,Western Restaurant,Mong Kok,300,Western,Yau Tsim Mong,17,114.1708771,22.3171148
Sala Thai,"Shop 02-03, Level 8, Langham Place, 8 Argyle Street, Mong Kok",$101-$200,18,6,Thai,,,,Mong Kok,300,Asian,Yau Tsim Mong,17,114.1685968,22.3181739
Chee Kei,"Shop 10, Level 4, Langham Place, 8 Argyle Street, Mong Kok",$51-$100,56,21,Guangdong,Noodles/Rice Noodles,Congee,Wonton/Dumpling,Mong Kok,75,Hong Kong,Yau Tsim Mong,17,114.1685968,22.3181739
Choux Creme,"Shop 11, Mong Kok MTR Station, Mong Kok",Below $50,9,1,Japanese,Bakery,Dessert,,Mong Kok,40,Asian,Yau Tsim Mong,17,114.169773,22.3203648
Oliver's Super Sandwiches,"Shop 436-439, 4/F, Moko, 193 Prince Edward Road West, Mong Kok",$51-$100,10,3,British,Bakery,Meatless Menu,Fast Food,Mong Kok,75,Western,Yau Tsim Mong,17,114.1728812,22.3241374
elsie Cafe & Restaurant,__________215________8__,$101-$200,29,10,Western,Upper-floor Cafe,,,Mong Kok,300,Western,Yau Tsim Mong,17,114.0531158,22.3425558
Tong Pak Fu,"G/F, 99 Hak Po Street, Mong Kok",Below $50,158,56,Hong Kong Style,Dessert,Sweet Soup,,Mong Kok,40,Hong Kong,Yau Tsim Mong,17,114.172242,22.319532
Plato,"Shop D, G/F, Man Hoo Court, 448-452A Nathan Road, Yau Ma Tei",$101-$200,63,6,Western,Western Restaurant,Coffee Shop,Outdoor,Yau Ma Tei,300,Western,Yau Tsim Mong,17,114.171454,22.310197
Macau Friend,"Shop CD, G/F, 78-84 Pitt Street, Yau Ma Tei",$101-$200,51,2,Hong Kong Style,Hot Pot,Skewer,Skewer,Yau Ma Tei,300,Hong Kong,Yau Tsim Mong,17,114.1711187,22.3139826
Yokozuna,"G/F, Yun Kai Building, 466-472 Nathan Road, Yau Ma Tei",$51-$100,306,55,Japanese,Ramen,,,Yau Ma Tei,75,Asian,Yau Tsim Mong,17,114.1713195,22.3108286
Gourmet Desserts Cafe,"G/F, 6 Portland Street, Yau Ma Tei",Below $50,125,17,Hong Kong Style,Dessert,Sweet Soup,,Yau Ma Tei,40,Hong Kong,Yau Tsim Mong,17,114.1703724,22.3120126
Kubrick,"Shop H2, Properous Garden, 3 Public Square Street, Yau Ma Tei",$51-$100,57,5,Western,Bakery,Ice Cream/yogurt,Pizza,Yau Ma Tei,75,Western,Yau Tsim Mong,17,114.168027,22.310371
Sun Sin,"G/F, 37 Portland Street, Yau Ma Tei",Below $50,51,11,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Yau Ma Tei,40,Hong Kong,Yau Tsim Mong,17,114.1698529,22.3132039
Pink Salmon Cafe & Restaurant,"G/F, Tang's Mansion, 438 Nathan Road, Yau Ma Tei",$101-$200,234,17,Western,Western Restaurant,,,Yau Ma Tei,300,Western,Yau Tsim Mong,17,114.17156,22.3097695
Kam Shan Seafood Restaurant,"G/F, 62-68 Woo Sung Street, Yau Ma Tei",$101-$200,148,11,Guangdong,Seafood,Stir-Fry,Family Style Dining,Yau Ma Tei,300,Hong Kong,Yau Tsim Mong,17,114.1896333,22.3129843
Sun Hing Chang Restaurant,"23 Ning Po Street,, Yau Ma Tei",Below $50,78,8,Guangdong,Congee,,,Yau Ma Tei,40,Hong Kong,Yau Tsim Mong,17,114.1706082,22.3065773
Red Idea Cafe,"Shop B, 1/F, Jolly Garden, 151 Reclamation Street, Yau Ma Tei",$101-$200,22,0,Western,Western Restaurant,Coffee Shop,Upper-floor Cafe,Yau Ma Tei,300,Western,Yau Tsim Mong,17,114.169266,22.3102859
The Balcony,"1/F, The Cityview, 23 Waterloo Road, Yau Ma Tei",$201-$400,22,1,Guangdong,Stir-Fry,Hotel Restaurant,Group Dining,Yau Ma Tei,150,Hong Kong,Yau Tsim Mong,17,114.1714423,22.3068537
